ID,SHA256,Country
1048,ff0ceb9b926818a34408fa8d1b53ac6f1e068d034df5905a01bfa667fa14f527,China
1030,8f2aa94e3046e13ba6a7f134a61d1d66192f715d15f38c26eba74c424b1e315f,China
1140,7eeaa97d346bc3f8090e5b742f42e8900127703420295279ac7e04d06ebe0a04,China
1044,4521a74337a8b454f9b80c7d9e57b4c9580567f84e513d9a3ce763275c55e691,China
1236,3a7f2746838d785a45a9fd3b02829f7f5dd3d0ec122d6be69fd1ba7225454910,China
1154,3b011bfde408e8e4589f2e06e874c0a04db021f9fb18c11350b259307a27d7d3,China
1019,ddf26f97fb3b8caf13aedc2518ec27530c7d2efe9b2d8c356c202d21bb642d28,China
1095,012fe771283404e5231ed2f71e4932674f89d52aa93608bfcaf67150e53609b0,China
1202,2ddcb1dc466e22388485118bcf3089014348881c4d315aca452c6bb44b6c7bee,China
1199,737d2fbf51c72f4642056bbb0bee8e04259ee1a0cc4174549cfae11faac7e6f8,China
1144,e6ab4cde17065c97850c2e7e6c308918861c040e7398715138d1488e3ae38c34,China
1274,66e677b081e0361020cda4f218a501497faad1f6c0897f26c25ca51c4a5dad40,China
1038,48c6e04e72dfd0df816c4d44dc7a1cdc64c704d34be8b8e6c23a1500927f4b97,China
1078,4cc5c6bd9984ba49dde35639667ffa758d58b5e15a51c51e019c0a5aa6cc2a40,China
1029,316e89d866d5c710530c2103f183d86c31e9a90d55e2ebc2dda94f112f3bdb6d,China
1153,06a07e78b844910886c95d493c0a23cbe3f27422a436afde35f6bbb1ed8fe620,China
1125,091c4c37d3666c0d82ea58d536b96bc4fbf5c2d4be99116139fe5bd5eced479c,China
1248,d24c963fc7b589fd3f60f60ee03c2d76a14960ae80d91b8c357e763b9172e9cc,China
1179,f38b52777796f413a8cf7333a58a3cdbc4976855a9214d44b20a999a76395531,China
1305,773b176b3a68c3d21fae907af8fba7908b55726bd591c5335c8c0bc9de179b76,China
1097,44a700a18b4cf050bfde1f9218b822bb37c770d16431052bf827f2544cd51ec0,China
1163,4bd85bd7b7c293fa95ed3ce78704badb0a762f90818c63451b941e9c530b2583,China
1145,c05f366ebfe3bee7d41496f27789896b9cc581c6bd58c65c56c7f375dd079a03,China
1027,6d910cd88c712beac63accbc62d510820f44f630b8281ee8b39382c24c01c5fe,China
1247,6c7e85e426999579dd6a540fcd827b644a79cda0ad50211d585a0be513571586,China
1088,a655f206209659007df2da3e0b08c1fedfdb3455d6a37e9721913fa04bfb6bd0,China
1212,cb0966893437f5c00180202c2061b6532a8d8487dc2c69bc8b297ea08d2ed180,China
1053,53229d2ef14689e5888298bb89704d3dc62232480d4d60adeb6504044cc53c67,China
1246,312dc69dd6ea16842d6e58cd7fd98ba4d28eefeb4fd4c4d198fac4eee76f93c3,China
1290,c9d5dc956841e000bfd8762e2f0b48b66c79b79500e894b4efa7fb9ba17e4e9e,China
1674,df47a939809f925475bc19804319652635848b8f346fb7dfd8c95c620595fe9f,Russia
1686,102b0158bcd5a8b64de44d9f765193dd80df1504e398ce52d37b7c8c33f2552a,Russia
1612,82c4e9bc100533482a15a1d756d55e1a604d330eff8fbc0e13c4b166ac2c9bd3,Russia
1650,2c7a60963b94b6fc924abdcb19da4d32f35c86cdfe2277b0081cd02c72435b48,Russia
1484,e2a850aeffc9a466c77ca3e39fd3ee4f74d593583666aea5b014aa6c50ca7af8,Russia
1585,8bca0031f3b691421cb15f9c6e71ce193355d2d8cf2b190438b6962761d0c6bb,Russia
1642,cfc60d5db3bfb4ec462d5e4bd5222f04d7383d2c1aec1dc2a23e3c74a166a93d,Russia
1547,5130f600cd9a9cdc82d4bad938b20cbd2f699aadb76e7f3f1a93602330d9997d,Russia
1678,d58f2a799552aff8358e9c63a4345ea971b27edd14b8eac825db30a8321d1a7a,Russia
1613,24e11c80f1d4c1e9db654d54cc784db6b5f4a126f9fe5e26c269fdc4009c8f29,Russia
1632,1c8869abf756e77e1b6d7d0ad5ca8f1cdce1a111315c3703e212fb3db174a6d5,Russia
1503,1f81609d9bbdc7f1d2c8846dcfc4292b3e2642301d9c59130f58e21abb0001be,Russia
1660,4c52957270e63efa4b81a1c6551c706b82951f019b682219096e67182a727eab,Russia
1477,c3b2c7bbd2aa1e3100b9382ed78dfa0041af764e0e02013acdf282410b302ead,Russia
1541,adf344f12633ab0738d25e38f40c6adc9199467838ec14428413b1264b1bf540,Russia
1649,f9c0303d07800ed7cba1394cd326bbe8f49c7c5e0e062be59a9749f6c51c6e69,Russia
1645,f18fe2853ef0d4898085cc5581ae35b83fc6d1c46563dbc8da1b79ef9ef678eb,Russia
1487,3ac11a74275725a22c233cd974229d2b167c336da667410f7262b4926dabd31b,Russia
1627,a2c9041ee1918523e67dbaf1c514f98609d4dbe451ba08657653bb41946fc89d,Russia
1540,992caa9e8de503fb304f97d1ab0b92202d2efb0d1353d19ce7bec512faf76491,Russia
1659,13468ebe5d47d57d62777043c80784cbf475fb2de1df4546a307807bd2376b45,Russia
1616,ea957d663dbc0b28844f6aa7dfdc5ac0110a4004ac46c87d0f1aa943ef253cfe,Russia
1553,0ac7b666814fd016b3d21d7812f4a272104511f90ca666fa13e9fb6cefa603c7,Russia
1498,cfc2c20a9da5ecd72591c461b36da6558395ad4029d6aa9d96948502995b4559,Russia
1578,4e4606313c423b681e11110ca5ed3a2b2632ec6c556b7ab9642372ae709555f3,Russia
1619,dea4e560017b4da05e8fd0a03ba74239723349934ee8fbd201a79be1ecf1c32d,Russia
1663,f50791f9909c542e4abb5e3f760c896995758a832b0699c23ca54b579a9f2108,Russia
1485,35a4ba765653f05de95f51cd2cc2898dafdb2a82d750f51dd892c160eaf7fcd9,Russia
1519,ce554d57333bdbccebb5e2e8d16a304947981e48ea2a5cc3d5f4ced7c1f56df3,Russia
1624,94c220653ea7421c60e3eafd753a9ae9d69b475d61230f2f403789d326309c24,Russia
1582,92dcb0d8394d0df1064e68d90cd90a6ae5863e91f194cbaac85ec21c202f581f,Russia
1529,b0f1f553a847f3244f434541edbf26904e2de18cca8db8f861ea33bb70942b61,Russia
1586,1b6c3e6ef673f14536ff8d7c2bf18f9358a9a7f8962a24e2255f54ac451af86c,Russia
1665,dfa8a85e26c07a348a854130c652dcc6d29b203ee230ce0603c83d9f11bbcacc,Russia
1598,378ef276eeaa4a29dab46d114710fc14ba0a9f964f6d949bcbc5ed3267579892,Russia
1602,fb3a3339e2ba82cb3dcdc43d0e49e7b8a26ced3a587f5ee15a256aee062e6e05,Russia
1549,9a527274f99865a7d70487fe22e62f692f8b239d6cb80816b919734c7c741584,Russia
1609,5f6b2a0d1d966fc4f1ed292b46240767f4acb06c13512b0061b434ae2a692fa1,Russia
1592,6c1bce76f4d2358656132b6b1d471571820688ccdbaca0d86d0ca082b9390536,Russia
1572,b29a16ec907997e523f97e77b885d4a8c19cb81b1abf6ee51eee54f37eecf3ff,Russia
1570,b1f2d461856bb6f2760785ee1af1a33c71f84986edf7322d3e9bd974ca95f92d,Russia
1657,0356f5fa9907ea060a7d6964e65f019896deb1c7e303b7ba04da1458dc73a842,Russia
1591,b101cd29e18a515753409ae86ce68a4cedbe0d640d385eb24b9bbb69cf8186ae,Russia
1567,eb6620442c3ab327f3ccff1cc6d63d6ffe7729186f7e8ac1dbbbfddd971528f0,Russia
1558,500fa112a204b6abb365101013a17749ce83403c30cd37f7c6f94e693c2d492f,Russia
1569,5a414a39851c4e22d4f9383211dfc080e16e2caffd90fa06dcbe51d11fdb0d6c,Russia
1611,ddab96e4a8e909065e05c4b6a73ba351ea45ad4806258f41ac3cecbcae8671a6,Russia
1684,03ed773bde6c6a1ac3b24bde6003322df8d41d3d1c85109b8669c430b58d2f69,Russia
1560,b6fff95a74f9847f1a4282b38f148d80e4684d9c35d9ae79fad813d5dc0fd7a9,Russia
1636,6507caba5835cad645ae80a081b98284032e286d97dabb98bbfeb76c3d51a094,Russia
1722,187b1cc7264c04c3158f835546cad0be74e6411bb50cb8899179a71018f0b4b9,Russia
1847,1db9187b7b0e5bc97aca233f29b96295c0bc4058fdcff50df543c1f044e58836,Russia
1938,d04bef6765408d528fdf82a46c157b44e8b5e7762a15b0264033c9558ccc48dd,Russia
1949,56ac764b81eb216ebed5a5ad38e703805ba3e1ca7d63501ba60a1fb52c7ebb6e,Russia
1790,4203168c1bad752af7f39f8fa8eae4e8a5e41f39892abffa804d52a008e2dfd7,Russia
1698,d88bd6947eef00bd3baadc55ff1c55b3cdcff5ba8fd145d5b5bf8894c42a7fd3,Russia
1837,acd886fa7b9117807f1e11f0f38b9fad1afce51aa9cfbe3810a39d883d0ca663,Russia
1893,4bcb2a5d99297b30f8ff00e08cf7330d5e2f69fc602bb317bf8e9f703a137a99,Russia
1835,62a2df9d001d3e0f222d77b6781eb279761f1354570773ef1929a86557a11454,Russia
1846,8d457e4189017712917c5c8f900bb9072c5910c9f975c50337115f952d885635,Russia
1826,f4b01a3a299b09d2b4418cb66e80c34e3ec04016ed27199c472515cf95a023d0,Russia
1781,85d75a3eddc2f849e1dee40b47629ea0d1e3a1da6ba3cd9078177bb61a63f4fd,Russia
1914,ef0fab7757a6b5e842297fa2e0dc7a7ce084278c5d12b878bba7d90759a0e22b,Russia
1901,f44bead117d2cf34b8e50b81c82fbd1b938b94387cdf84386ace46b1f3b5df1a,Russia
1731,70a7248b90573ba2edde5d9e8f0acd478235054480d98b0531d85725555f3a5c,Russia
1967,b3bf1b4415afcdda6b7fbe07302fab1d865d1dc8fc6b024c98366a633e0612cb,Russia
1755,1590bdbaff2c178387e924b689b030057b4cbd2865e9c4dd3886a8791ac8e4ee,Russia
1779,ec49400e70c02a884a5df74ca99690886ec2d528e200c42dbdf057fd9b7f87f8,Russia
1809,7e9c0bda27bbc80d947bc0c6ce29a19c824288d2b481f92a1637b7b8dfc8b81c,Russia
1833,a6e2852f2e6701656da74adb412cd0850b0d27750803613223be3eb5ac5cc26c,Russia
1952,0f7d64f514e99a2abdc10dc85e7e6f57c210a0f35472f7b897a19b73be36bece,Russia
1882,12e1139ef422c2c0884fb5b1786a8489c1769a96880a30406e4a28b76ea4a73a,Russia
1836,cc6ad212f50e0a7a708bb1b63a01d8932f471618cdda69b2e12106ae112b2415,Russia
1956,ed7abf93963395ce9c9cba83a864acb4ed5b6e57fd9a6153f0248b8ccc4fdb46,Russia
1735,0a013787f9c1731213059f2d8e1a7514f610783aaaea8fa5736063ab7793c0d7,Russia
1766,5b50e26a01b320f05d66727e9d220d5858cdac203ff62e4b9ced1cafc2683637,Russia
1757,64e3a2bba82027dd6ff631fa5890a7ba8331b62a0a4c0b1ca24d143c2b61c323,Russia
1764,d5f1d8d2629b91744fe812207cb3f0bebfd1aec9937b7744a263d1a4e3421063,Russia
1908,7ed2d1aceab5f54df4acca63b5d269842d49521e13bab5e652237667c7eef261,Russia
1870,fdd7e8582ef8d7a23f269653435582cfe924ca9b2db34af63af5e57d1f3e09c2,Russia
1734,0314ed09890d5aa2dba659fe1343be93d48c3875a89e261484967fea7ea6c7eb,Russia
1801,f21794d0b0938643e2aabe9f2ed762528e631a2ebda76020d0b59ce91fb51e41,Russia
1749,b7c4b998d7ebea62b81f2a12c5e8608a21079a0bcecdef81c0f5818a80b0c7eb,Russia
1909,950c8f9dbec3a2a1603f9202408cf49ea5a9573c7296e5940a42581cbd6fc8c2,Russia
1814,e961202d84aad7fa9faaeb63651735416612d25c611a7a025e2eaab67c79e272,Russia
1719,ce2c4dd21b99407bfa7066a6a57d180c00527e7db8ee52558c597550ac8b5d7c,Russia
1711,dd29a6b5c62d8726a3073b6f7d20e6f34d00616de61fc55d04bda9e7824cd598,Russia
1713,8b7427620d6537aa905727af48f7dec1e003a8b7c74d417f0a5ded7926a7d590,Russia
1921,540913b3647c28a14418a6f288be9e4d8f99048227efea8ca1b13877269002eb,Russia
1904,f722677df4fb7eb4ac986a944d4f6630b91ac22b31f8d39ec9bf941376d5d4db,Russia
1768,29585bb17b28e8b15b2a250be9516f416fa7cac84cc24aa4e004f6987323147e,Russia
1821,7889fbd40f65cfe21d0c7486b29eb4c5042abff4ac660c12c7936831445cfd6e,Russia
1929,489d448514a3ddf30144cc1634e6623e529dd3aee54a050a920a3d4342b4b96a,Russia
1808,b3236d1d0924cd9a17babd13209fe6706fd3a9228f22fe658eb4eb0c71360b73,Russia
1916,a9e2d988781e970882fb1cee420bf01dda30730046a82f0faf4703523842feb5,Russia
1937,4558eb18504f724e4f33f1504ff924ce64701d26d703cf1e42a48504e7f51927,Russia
1859,e375d40412845c4476536307f28b64c0128e1cb88a3f505bafdcd013d542fa85,Russia
1695,7abf424fd57e49756307cc07e05627470a0d1f000a3c8fcc422ea4391981f6a2,Russia
1931,ac9c7ac457a605ff836eb6fe127eabc7a251dd73ea0a1fa59a591de30fa75d3f,Russia
1762,92172ff7bfeee332409a145bc626bebf732225d006877168f35c046368e5118c,Russia
2167,38f1e3b2fa64fb1cead2e022521998a1fb89416973d60e5492e589a99d92a13e,North-Korea
2260,cde17a9c8fae629733fdcce5cfe8f228307fb43f166116d1d9ff1e5975130f64,North-Korea
2221,949b1c4b06399b3a392e59e798e73d8aa2f6b42a2088fdfa219b01b117f10dc5,North-Korea
2365,9338630f8b136658808163282982dbc7903b0cecb4346fb5beec8a6e421bf91f,North-Korea
2366,5de81f82bf32106b18adf81e007508a9092ca19b58e4e17796f82578299b19c3,North-Korea
2284,4a6bc09f95104718232449d85f7442c954a0ad8821fea2e62d74a1dc3b53d535,North-Korea
2364,2eeae7447df15f4222baac0355552e52c54115845c8811a537f547cb6dc44b1f,North-Korea
2184,8651f7037d085ccdd3e184efc345c42d62c10ee691876582caeaf7f810ba29fd,North-Korea
2411,4ddfabe1b2f3ad0d60b795f7123db0006778800c038401ee780213f01bca1090,North-Korea
2403,9bfa356f71859ff0a0c97136cc795ed56edb0966e826c7bd988b89adafaaa971,North-Korea
2337,7527c116de49e52e6c7c1c50a52b8eedf758fb88acd461e92c6fca02a9ea76ac,North-Korea
2426,608da4d2771afebd72ba09d877e708e0a40d3a0ca9638a34360a4ee33eb75e10,North-Korea
2382,76e505edb12c9a1f0b1cf70f0e88f68e3116dbad2e759cd7688bda07c9a20692,North-Korea
2224,729a8307c2783d4fdd1f33f7f3bf7d3cee3ee0532c2a5f2093bf4a4937627c6e,North-Korea
2317,4bc8ccf53d0c8be182fab1f13afb143de16b142fdb8f2dbc7d9741771f050edc,North-Korea
2413,da0a49a477910ea77b93615a257640f01abf16cf08925c266094a82763f80745,North-Korea
2385,131a3051e08a46bc4ddaaadf823d6466fe8207cbc1f66d9b9a6e7053c11ca463,North-Korea
2295,1915f9ccdfd317ea8676208892b801b14ac056c339892f80e4aa1b575f35db1a,North-Korea
2247,4e0ff655fef261629efe30a79daf07c718f526b9e7cd23f9ba01f9c94f554064,North-Korea
2201,076f69134533003015381c3ce22752a2d259e580f9b6747ad3fe896576a15131,North-Korea
2376,36dbe5147c872da08b1c29cb581ff44f09e24e6db060b3ad16810f1481b5f1df,North-Korea
2348,b3c31a5c57906233681ac8936088ada14adb4d4e4e7c2d7ffe429c5ffaab5b0c,North-Korea
2185,54346d8a5228568b2acd14393bbbd8179ee85da8f816b71acf98d0e119b14b77,North-Korea
2180,f0c8f28e2daf82b080c80113243cb063c0512bce7d02a1977a399067618c4900,North-Korea
2419,31659d45adf0779bd8de85435f9f7ba61044296462f17643dbe90429de7c894b,North-Korea
2143,88b900d76a02b8c72e806f090df7d9d8efaf19ff92075a4590ca7ee07c0d5d5a,North-Korea
2159,f14fdcad36ae519139aef52e796ff1eacec38db30bbe93dd6b4bfa2d928d1738,North-Korea
2380,dbe718e86f504515e6bc25f7ad64db7b38e60dde3bffe71c4bb65cb9ee15d57f,North-Korea
2252,1c474ab0817b7cd9dc1f4efa6cc7f32e513f6f47e29c5573b4f5633e20248710,North-Korea
2161,70c91ab469092ba56bd050a1e1d3f03a76ee8273b43f96233ac5519f989eefad,North-Korea
2256,35126db85bbd6a57eb4d2eb79ead123bb9057845af862ca63cfd5748b3eaeb64,North-Korea
2209,58cfecb2308cdabb356371649ac082a127879290b20edba05ab75561671b52c5,North-Korea
2277,b217cc0ab459e802c8a91ccee045eaf30bd3648a8cc1d4a6907319e2ce806ede,North-Korea
2379,579bbcfbd9d5631489f5a2be73970ba67e51f3fcd7ac296695f83eeb04bcb2b0,North-Korea
2361,0146c57cb02974db2bad93a85aae7d5681a4aa98aec6f214f72c280266ca619d,North-Korea
2140,2db8a9c401911c7317e8a89c35d979d0e8e9ba718ae13a0a0cfedd957654ec10,North-Korea
2420,b5f71acac5b5eb9ad1b05d040729880da1d3617e5ec1e92805d14dcd94712da9,North-Korea
2208,1f7cc3f242a2e79ccf055b144551ef44b6ad9449222d950e9d9647fe27ee22fe,North-Korea
2263,5ceb1dc5c65ab300286b24856d976129e98cfd96d99138214614161c5ea7061b,North-Korea
2262,ff86b21e8cc5d6540a05226695f0c5fa17a8f32b684b2b3f56fd665e9d13d2d4,North-Korea
2162,2381ef2fce6e8fa52e2f7717c893576f362c0cc54cc0ffa343a3902feead7784,North-Korea
2271,bc54012c61aeff939aeb4c0ab6024084bbfff8e882f31b21b897211f01a7a3d2,North-Korea
2402,0726fe9924c25eeab7665f5a70e1173a7f4008409890c9941f3b5f726d2b257a,North-Korea
2156,d9a64222883854a0809cbabc2958f9522de1ce5230766e0710bdb09eb1b70770,North-Korea
2218,02130a4f5f54c1594454aa0db262e5ae0a3136733459b078e9c536be6af2c293,North-Korea
2291,ab2db41bdca08f7f6997439a398a4042472045e8c376e3b848645b9813c59776,North-Korea
2232,0af925cd9d9a417f47882391555fa207398bfb87c3c6edc65f2ea42843cbdc3d,North-Korea
2327,b71a3882d901af1e1eeaa6c954081ab673cb3a3d0e3e10c32036e3635ff1e1c8,North-Korea
2235,fba02f3d549d99980190ef48d65b8002640cc12a134241edbe38bc04d77c9c2f,North-Korea
2304,9118767c897bd8a02e16a25e8d8d409a0d2d631886dbb64ed175d2a6294d01e1,North-Korea
2642,5699688d81cb45006b31e9a5ba71812dfe0cf303e6a7deaceb7beac19158aa63,USA
2935,0269085bb03ba9030209b0d95f0dd65f80539c27ea376eb2a8f11c68bf60cb8a,USA
2812,de6cb021b56eb3f3fad54504033f4d6cf25e93b5ea5e1410069d2cf041ace8ac,USA
2619,30efc294f0d55a3f56461698e6fb6923e2f6e650f1adde5e7a4e963747b6dd7d,USA
2954,73d0bde248ab1bb6d256253533e84634c728e9a02855bd97259f4386452ee7af,USA
2787,4a7262c1489d0d3c6109eed6c6b43052dcb294566dd2f9e21b3711d1681b0bd6,USA
2606,62e95aa7304ebba1d1e06645155a290d3adbd8e304f9c22f6287ac0556ee38ef,USA
2798,a69ef867626ef18131688b6bd80dbd8de3bce3830fb3d2351ad084498cbd7f52,USA
2880,f14ff19a3b775edfeaa16ce45ab17958eec462b1b8d16a29b14e5cf5ea2c791a,USA
2680,4629fe32a233a8c0e5d6a9eff62808d7ace3fa3018c7b618fc031d8403fab1c6,USA
2573,7bb2fa5601d0b13a3e3a025915cfba937f9e0e36ac4dafc98852888b85e0b333,USA
2773,f2bd5037be985051e5d320107b1796bb9eb04387a2db8a094a2a5402841f8045,USA
2887,c9bd511ee0e42e1f3f929496cbfbc254b1f49c8fb5806f1827c85a6cdaadab6d,USA
2957,0d4b6a874bc88022d0433972dc8686ca97aa0e4de2b268d64eb7b1ff143980f1,USA
2822,854ea138c092d859dc90c12e12b84f7f8cebda7c84641bca9e6592c9e1b43448,USA
2719,574e6f4175253b4a98aaee4977645cd12995f1bf5bae723bfeaebbe8242a3a25,USA
2688,137a7f3834fa48fd128a5f73621de37c94f33fa5722f3f2873d25a6177cf6a82,USA
2836,fcd040a4695f6c800e3f85ef3d102676eff84426c28915805551512d867280a6,USA
2888,3f9d47ccd207dfd987ca90b813e5bd5892e9e84ed9889da372e06c2fa5845537,USA
2898,7d6180e6ff23c88a81e49e2b88ba65f6f56cfc887d05aca875053394c86bd96b,USA
2579,ad60e998c5fedb7b1a83a8208fb2899ed94806f2a17d5415c6049d477c496280,USA
2955,c0f79d0bf6543f422f63b16ae879f4010b69d668594a04c7016fabe354987e9e,USA
2731,a27459b923dae0207de167da7da10ee675cc218e3f1d9d4364ba6d76e6f4ab28,USA
2564,54a0c42a920a1080f6478054d0a73296c14e22096bcf901177ef0d28baa1728e,USA
2704,9e03c7a722468f432f5553ef63d53e7c1c6711b8327d0b9c4c713686fc5baf8b,USA
2677,0ac533252bd0595e5f983da38c18f89aa8cb6fbba6c85acd19be57b614338bdf,USA
2641,3fb77b4fa1705c3d3a80b563b5570375d860010bf1ffc8658d8d04826e7294ba,USA
2597,f6c458cc3c6da99f687a1d3c545dfcde8d97bfa5b65cfbd0ffcb592ca77338e5,USA
2665,a4c34abc2ba3c9da4fda26ca5bf07a3974a5bcda96ae7089c2a14d718aec72e9,USA
2640,7b8d6f2147d3c778d609654faff42f18e85c2898cddd2fa74c2aa6baa2567bcd,USA
2871,73740d0ff10ca074711462781cda7aec0930642d7d1420e2e1bb2ffcd5b6df70,USA
2939,c7f118d626911756bf2e989239eae942c6a1867e16733615a2c709d92fef9920,USA
2855,aa6316abf53c70152e26ca1710d6fc81d83f337869179b41813f306b3feb9e46,USA
